manifest_id,manifest_version,filename,env,subject,activity,subtype,trial,split_id,split_assignment,split_unit,test_sealed,source,usable_for_training,exclude_reason,exclude_candidate,exclude_candidate_reason,onset_frame_original,onset_frame_clean,rise_frame_original,rise_frame_clean,peak_frame_original,peak_frame_clean,baseline_median,baseline_mad,baseline_iqr,baseline_p75,baseline_p90,baseline_noise_ratio,baseline_mad_ratio,rise_strength,rise_slope,confidence_ref,param_sensitivity,topk_spread,topk_spread_extreme,soft_warning_count,needs_review,needs_review_hard_reasons,needs_review_soft_reasons,review_priority,review_priority_reasons
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T002.csv,2,2,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,231,131,329,229,0.14118,0.01065,0.02105,0.15113,0.15708,1.11269,0.07544,1.25878,0.0554,0.49606,2.0,66,True,2,True,,confidence_ref_low;topk_spread_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T003.csv,2,2,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,209,109,209,109,223,123,0.12925,0.00487,0.01012,0.13345,0.13729,1.06221,0.03765,1.208,0.06392,0.66506,0.0,3,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T004.csv,2,2,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,201,101,201,101,251,151,0.12534,0.00641,0.01237,0.13135,0.14058,1.12157,0.05117,1.19807,0.03344,0.61137,8.0,11,False,1,False,,topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T005.csv,2,2,FALL_SIT_B,FALL_SIT_B,5,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,205,105,205,105,254,154,0.12316,0.00641,0.0133,0.13011,0.13669,1.10989,0.05204,1.21522,0.02996,0.62381,1.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T006.csv,2,2,FALL_SIT_B,FALL_SIT_B,6,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,201,101,201,101,224,124,0.1251,0.00671,0.01383,0.13309,0.14109,1.12781,0.05366,1.1698,0.03245,0.63927,14.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T007.csv,2,2,FALL_SIT_B,FALL_SIT_B,7,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,190,,252,152,0.13523,0.00676,0.01316,0.14164,0.14933,1.10425,0.04998,1.29448,0.03045,0.6501,23.0,2,False,0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T008.csv,2,2,FALL_SIT_B,FALL_SIT_B,8,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,223,123,223,123,226,126,0.15302,0.00803,0.01591,0.16091,0.16739,1.09389,0.05249,1.23219,0.07585,0.67023,16.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T009.csv,2,2,FALL_SIT_B,FALL_SIT_B,9,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,205,105,205,105,218,118,0.14287,0.00779,0.01508,0.14923,0.15628,1.09384,0.0545,1.18728,0.02757,0.60685,26.0,43,False,1,False,,topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T010.csv,2,2,FALL_SIT_B,FALL_SIT_B,10,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,pending_manual,False,,False,,,,,,,,0.15482,0.01128,0.02432,0.16415,0.17011,1.09876,0.07283,,,,,,False,0,True,rise_not_found,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T001.csv,2,2,FALL_SIT_F,FALL_SIT_F,1,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,198,,243,143,0.15318,0.00766,0.01748,0.16002,0.16638,1.0862,0.04998,1.20283,0.01081,0.63091,6.0,0,False,1,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,rise_slope_low,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T002.csv,2,2,FALL_SIT_F,FALL_SIT_F,2,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,264,164,264,164,301,201,0.13564,0.00849,0.01642,0.14291,0.1519,1.11987,0.06263,1.21114,0.02174,0.57227,77.0,2,False,1,False,,param_sensitivity_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T003.csv,2,2,FALL_SIT_F,FALL_SIT_F,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,209,109,209,109,221,121,0.14955,0.00665,0.01341,0.15641,0.16384,1.09556,0.04444,1.16316,0.03982,0.6454,0.0,2,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T004.csv,2,2,FALL_SIT_F,FALL_SIT_F,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,274,174,274,174,302,202,0.1393,0.00989,0.02073,0.14644,0.15175,1.08938,0.07097,1.24513,0.05252,0.58665,2.0,7,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T005.csv,2,2,FALL_SIT_F,FALL_SIT_F,5,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,207,107,207,107,271,171,0.14275,0.00848,0.01634,0.15139,0.15637,1.09536,0.05941,1.20016,0.0305,0.5379,1.0,61,True,1,False,,topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T006.csv,2,2,FALL_SIT_F,FALL_SIT_F,6,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,243,143,243,143,296,196,0.15204,0.00825,0.01612,0.15943,0.16769,1.10294,0.05423,1.21754,0.06556,0.592,74.0,2,False,1,False,,param_sensitivity_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T007.csv,2,2,FALL_SIT_F,FALL_SIT_F,7,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,excluded,False,resampled_lt_550,False,,,,,,,,,,,,,,,,,,,,,0,True,resampled_count<550,,high,hard_resampled_count_lt_550
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T008.csv,2,2,FALL_SIT_F,FALL_SIT_F,8,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,193,,277,177,0.15182,0.01175,0.0222,0.16417,0.18236,1.20113,0.07737,1.33945,0.07263,0.56119,0.0,72,True,1,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T009.csv,2,2,FALL_SIT_F,FALL_SIT_F,9,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,excluded,False,resampled_lt_550,False,,,,,,,,,,,,,,,,,,,,,0,True,resampled_count<550,,high,hard_resampled_count_lt_550
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_F_T010.csv,2,2,FALL_SIT_F,FALL_SIT_F,10,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,235,135,235,135,285,185,0.14361,0.01084,0.02489,0.16178,0.23278,1.6209,0.07546,1.35469,0.12061,0.60621,27.0,2,False,1,False,,baseline_noise_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T001.csv,2,2,FALL_STD_B,FALL_STD_B,1,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,191,,217,117,0.14507,0.00544,0.01102,0.15028,0.15605,1.07569,0.03747,1.12297,0.07344,0.62785,1.0,20,False,2,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,rise_strength_low;topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T002.csv,2,2,FALL_STD_B,FALL_STD_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,,,,,0.15213,0.01558,0.03309,0.16704,0.17508,1.15083,0.10244,,,,,,False,1,True,rise_not_found,baseline_mad_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T003.csv,2,2,FALL_STD_B,FALL_STD_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,289,189,316,216,0.14735,0.00639,0.0124,0.15445,0.16308,1.10672,0.04335,1.2828,0.09004,0.57259,76.0,24,False,2,True,,param_sensitivity_high;topk_spread_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T004.csv,2,2,FALL_STD_B,FALL_STD_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,236,136,236,136,239,139,0.14557,0.00903,0.01729,0.15374,0.15965,1.09679,0.06202,1.26916,0.11839,0.59487,0.0,77,True,1,False,,topk_spread_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T005.csv,2,2,FALL_STD_B,FALL_STD_B,5,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,265,165,265,165,269,169,0.13795,0.00939,0.01894,0.14903,0.1558,1.1294,0.06809,1.21504,0.11044,0.57574,34.0,48,True,1,False,,topk_spread_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T006.csv,2,2,FALL_STD_B,FALL_STD_B,6,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,205,105,205,105,215,115,0.13929,0.00753,0.01473,0.14705,0.15231,1.09351,0.05407,1.16316,0.05002,0.64975,0.0,6,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T007.csv,2,2,FALL_STD_B,FALL_STD_B,7,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,253,153,253,153,258,158,0.13852,0.0075,0.01539,0.14722,0.15703,1.13364,0.05411,1.164,0.04629,0.6063,63.0,2,False,1,False,,param_sensitivity_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T008.csv,2,2,FALL_STD_B,FALL_STD_B,8,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,235,135,235,135,306,206,0.14178,0.00898,0.01687,0.14941,0.15506,1.0937,0.06335,1.21493,0.04864,0.52418,1.0,50,True,1,False,,topk_spread_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T009.csv,2,2,FALL_STD_B,FALL_STD_B,9,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,190,,265,165,0.12141,0.00767,0.01597,0.13023,0.1403,1.15557,0.06318,1.29702,0.05341,0.6385,0.0,2,False,0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_B_T010.csv,2,2,FALL_STD_B,FALL_STD_B,10,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,198,,237,137,0.15462,0.01155,0.02345,0.167,0.17523,1.13328,0.07467,1.23362,0.03732,0.6459,3.0,2,False,0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T001.csv,2,2,FALL_STD_F,FALL_STD_F,1,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,excluded,False,resampled_lt_550,False,,,,,,,,,,,,,,,,,,,,,0,True,resampled_count<550,,high,hard_resampled_count_lt_550
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T002.csv,2,2,FALL_STD_F,FALL_STD_F,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,229,129,229,129,236,136,0.12901,0.00783,0.01633,0.13614,0.15314,1.18701,0.06066,1.29724,0.06814,0.66607,0.0,4,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T003.csv,2,2,FALL_STD_F,FALL_STD_F,3,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,220,120,220,120,296,196,0.12524,0.00717,0.01568,0.13021,0.13639,1.08903,0.05723,1.19087,0.07971,0.58904,25.0,2,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T004.csv,2,2,FALL_STD_F,FALL_STD_F,4,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,242,142,242,142,273,173,0.15666,0.00925,0.01827,0.16507,0.17655,1.12694,0.05904,1.24901,0.08032,0.5778,1.0,45,False,1,False,,topk_spread_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T005.csv,2,2,FALL_STD_F,FALL_STD_F,5,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,196,,270,170,0.14713,0.0131,0.02535,0.15857,0.16451,1.11807,0.08901,1.27848,0.04694,0.57866,1.0,48,True,2,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,baseline_mad_high;topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T006.csv,2,2,FALL_STD_F,FALL_STD_F,6,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,215,115,215,115,275,175,0.14965,0.00658,0.01346,0.15719,0.16873,1.12752,0.04395,1.17947,0.08726,0.60482,0.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T007.csv,2,2,FALL_STD_F,FALL_STD_F,7,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,271,171,271,171,275,175,0.14208,0.0122,0.02519,0.15129,0.16043,1.12911,0.08589,1.37156,0.12643,0.6718,0.0,2,False,1,False,,baseline_mad_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T008.csv,2,2,FALL_STD_F,FALL_STD_F,8,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,237,137,237,137,256,156,0.14752,0.01001,0.02141,0.16121,0.17579,1.19167,0.06784,1.31143,0.01914,0.63954,6.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T009.csv,2,2,FALL_STD_F,FALL_STD_F,9,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,206,106,206,106,271,171,0.14636,0.00702,0.01414,0.15304,0.15872,1.08443,0.04797,1.16518,0.01753,0.5912,29.0,2,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_STD_F_T010.csv,2,2,FALL_STD_F,FALL_STD_F,10,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,255,155,255,155,269,169,0.15173,0.0094,0.02005,0.16464,0.17402,1.14691,0.06197,1.33258,0.0831,0.65346,1.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T001.csv,2,2,FALL_WALK_B,FALL_WALK_B,1,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,295,195,295,195,298,198,0.16116,0.00911,0.01851,0.16889,0.17467,1.08386,0.05655,1.29035,0.07039,0.61592,68.0,1,False,1,False,,param_sensitivity_high,high,weak_subtype:FALL_WALK_B
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T002.csv,2,2,FALL_WALK_B,FALL_WALK_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,190,,191,,0.15127,0.01049,0.02197,0.16392,0.17305,1.14396,0.06935,2.04081,0.04436,,0.0,2,False,0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T003.csv,2,2,FALL_WALK_B,FALL_WALK_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,250,150,250,150,254,154,0.13533,0.01063,0.02186,0.14671,0.16539,1.22219,0.07857,1.28452,0.13158,0.65901,0.0,2,False,1,False,,baseline_noise_high,high,weak_subtype:FALL_WALK_B
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T004.csv,2,2,FALL_WALK_B,FALL_WALK_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,238,138,242,142,0.14812,0.01147,0.02596,0.16414,0.19778,1.33524,0.07743,1.28531,0.05341,0.60781,0.0,31,False,2,True,,baseline_noise_high;topk_spread_high,high,weak_subtype:FALL_WALK_B
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T005.csv,2,2,FALL_WALK_B,FALL_WALK_B,5,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,190,,190,,0.1556,0.01069,0.01948,0.1672,0.17344,1.11465,0.06868,1.39261,0.00529,,0.0,2,False,1,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,rise_slope_low,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T006.csv,2,2,FALL_WALK_B,FALL_WALK_B,6,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,pending_manual,False,,False,,,,,,,,0.15535,0.01214,0.02361,0.16769,0.17561,1.13042,0.07815,,,,0.0,,False,0,True,rise_not_found,,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T007.csv,2,2,FALL_WALK_B,FALL_WALK_B,7,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,pending_manual,False,,False,,,,,,,,0.16477,0.0126,0.02421,0.1775,0.19886,1.20687,0.07644,,,,,,False,1,True,rise_not_found,baseline_noise_high,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T008.csv,2,2,FALL_WALK_B,FALL_WALK_B,8,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,200,100,200,100,219,119,0.16513,0.01352,0.03049,0.17639,0.19172,1.16104,0.0819,1.3383,0.03919,0.69287,2.0,2,False,1,False,,baseline_mad_high,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T009.csv,2,2,FALL_WALK_B,FALL_WALK_B,9,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,211,111,211,111,330,230,0.14264,0.00754,0.01406,0.15066,0.16585,1.1627,0.05287,1.16601,0.04518,0.53136,133.0,2,False,1,False,,param_sensitivity_high,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_B_T010.csv,2,2,FALL_WALK_B,FALL_WALK_B,10,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,192,,208,108,0.157,0.01182,0.02568,0.17215,0.18674,1.18943,0.0753,1.23939,0.03155,0.6697,2.0,2,False,0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T001.csv,2,2,FALL_WALK_F,FALL_WALK_F,1,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,191,,194,,0.14125,0.01855,0.05826,0.18512,0.22752,1.61072,0.1313,1.53579,0.08489,,1.0,2,False,2,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,baseline_noise_high;baseline_mad_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T002.csv,2,2,FALL_WALK_F,FALL_WALK_F,2,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,excluded,False,resampled_lt_550,False,,,,,,,,,,,,,,,,,,,,,0,True,resampled_count<550,,high,hard_resampled_count_lt_550
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T003.csv,2,2,FALL_WALK_F,FALL_WALK_F,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,pending_manual,False,,False,,,,,,,,0.1571,0.01265,0.02372,0.17007,0.17732,1.12875,0.08055,,,,,,False,1,True,rise_not_found,baseline_mad_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T004.csv,2,2,FALL_WALK_F,FALL_WALK_F,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,253,153,253,153,256,156,0.1584,0.01025,0.02032,0.16594,0.17502,1.10489,0.06474,1.44434,0.08262,0.70388,33.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T005.csv,2,2,FALL_WALK_F,FALL_WALK_F,5,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,190,,191,,0.13204,0.00639,0.01337,0.14022,0.14752,1.11726,0.04843,1.81788,-0.02701,,0.0,9,False,1,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,rise_slope_low,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T006.csv,2,2,FALL_WALK_F,FALL_WALK_F,6,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,,,,,0.1829,0.02106,0.06188,0.23068,0.2847,1.55659,0.11513,,,,,,False,2,True,rise_not_found,baseline_noise_high;baseline_mad_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T007.csv,2,2,FALL_WALK_F,FALL_WALK_F,7,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,218,118,221,121,0.15119,0.01312,0.02966,0.1701,0.19162,1.26741,0.08676,1.45004,0.13584,0.73804,1.0,2,False,2,True,,baseline_noise_high;baseline_mad_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T008.csv,2,2,FALL_WALK_F,FALL_WALK_F,8,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,,,,,0.15828,0.0096,0.01822,0.16667,0.17437,1.10165,0.06063,,,,0.0,,False,0,True,rise_not_found,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T009.csv,2,2,FALL_WALK_F,FALL_WALK_F,9,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,,,,,0.15964,0.0169,0.0357,0.18169,0.24892,1.55929,0.10589,,,,,,False,2,True,rise_not_found,baseline_noise_high;baseline_mad_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_WALK_F_T010.csv,2,2,FALL_WALK_F,FALL_WALK_F,10,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,,,,,0.16078,0.0131,0.0267,0.17734,0.19411,1.20737,0.08149,,,,,,False,2,True,rise_not_found,baseline_noise_high;baseline_mad_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E3_S03_A_FALL_SIT_B_T001.csv,3,3,FALL_SIT_B,FALL_SIT_B,1,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,,,,,0.1559,0.00726,0.01392,0.1632,0.16754,1.0747,0.04654,,,,0.0,,False,0,True,rise_not_found,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E3_S03_A_FALL_SIT_B_T002.csv,3,3,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,275,175,337,237,0.15988,0.00822,0.01744,0.16702,0.1735,1.08518,0.05143,1.15909,0.01273,0.52177,43.0,2,False,2,True,,rise_slope_low;confidence_ref_low,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E3_S03_A_FALL_SIT_B_T003.csv,3,3,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,,,,,0.16417,0.00749,0.01574,0.171,0.17488,1.06526,0.0456,,,,0.0,,False,0,True,rise_not_found,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E3_S03_A_FALL_SIT_B_T004.csv,3,3,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,,,,,0.15692,0.00714,0.01436,0.16319,0.16849,1.07377,0.04551,,,,1.0,,False,0,True,rise_not_found,,high,has_hard_review
