aug_filename,origin_filename,origin_split,origin_subtype,origin_subject,origin_env,aug_id,transform_profile,transform_params,warp_factor,scale_factor,noise_snr,crop_offset,splice_boundaries_clean,expected_onset_clean,detected_onset_clean,onset_delta,baseline_noise_ratio,auto_augmented_onset_ok,aug_status,reject_or_pending_reason
E1_S01_A_FALL_STD_F_T006__aug3_me_fa.npz,E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,1,1,3,medium_fast,scale0.9575_warp0.77323_off0_snr31.42,0.77323,0.9575,31.42,0,100|300,124,124,0,1.0796,True,use,
E1_S01_A_FALL_STD_F_T006__aug4_la_no.npz,E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,1,1,4,large_normal,scale1.24046_warp1.02715_off5_snr32.52,1.02715,1.24046,32.52,5,100|300,159,155,-4,1.1021,True,use,
E1_S01_A_FALL_STD_F_T007__aug0_sm_no.npz,E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,1,1,0,small_normal,scale0.83232_warp1.03262_off6_snr29.89,1.03262,0.83232,29.89,6,100|300,208,100,-108,1.0603,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T007__aug1_sm_fa.npz,E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,1,1,1,small_fast,scale0.85083_warp0.77051_off0_snr33.32,0.77051,0.85083,33.32,0,100|300,159,108,-51,1.2267,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_F_T007__aug2_me_no.npz,E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,1,1,2,medium_normal,scale1.04115_warp0.99233_off0_snr34.26,0.99233,1.04115,34.26,0,100|300,205,100,-105,1.0771,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T007__aug3_me_fa.npz,E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,1,1,3,medium_fast,scale1.02003_warp0.80227_off0_snr25.32,0.80227,1.02003,25.32,0,100|300,165,120,-45,1.0863,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_F_T007__aug4_la_no.npz,E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,1,1,4,large_normal,scale1.11064_warp0.99202_off0_snr26.95,0.99202,1.11064,26.95,0,100|300,205,100,-105,1.1007,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T010__aug1_sm_fa.npz,E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,1,1,1,small_fast,scale0.79501_warp0.86382_off0_snr27.67,0.86382,0.79501,27.67,0,100|300,135,140,5,1.0648,True,use,
E1_S01_A_FALL_STD_F_T010__aug0_sm_no.npz,E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,1,1,0,small_normal,scale0.78658_warp0.98776_off0_snr27.81,0.98776,0.78658,27.81,0,100|300,155,145,-10,1.0666,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T010__aug3_me_fa.npz,E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,1,1,3,medium_fast,scale0.96423_warp0.8532_off0_snr29.29,0.8532,0.96423,29.29,0,100|300,134,127,-7,1.0618,True,use,
E1_S01_A_FALL_STD_F_T010__aug2_me_no.npz,E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,1,1,2,medium_normal,scale0.97826_warp0.97881_off0_snr30.16,0.97881,0.97826,30.16,0,100|300,153,160,7,1.0922,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T007__aug5_la_fa.npz,E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,1,1,5,large_fast,scale1.24693_warp0.80738_off0_snr33.26,0.80738,1.24693,33.26,0,100|300,167,115,-52,1.0967,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T003__aug1_sm_fa.npz,E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,2,2,1,small_fast,scale0.80738_warp0.75112_off0_snr31.76,0.75112,0.80738,31.76,0,100|300,82,,,1.0847,False,pending,rise_not_found
E1_S01_A_FALL_STD_F_T010__aug5_la_fa.npz,E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,1,1,5,large_fast,scale1.2382_warp0.76316_off0_snr27.67,0.76316,1.2382,27.67,0,100|300,120,116,-4,1.0567,True,use,
E2_S02_A_FALL_SIT_B_T003__aug0_sm_no.npz,E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,2,2,0,small_normal,scale0.79904_warp1.03883_off7_snr34.19,1.03883,0.79904,34.19,7,100|300,106,105,-1,1.0479,True,use,
E1_S01_A_FALL_STD_F_T010__aug4_la_no.npz,E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,1,1,4,large_normal,scale1.28174_warp1.0086_off1_snr27.46,1.0086,1.28174,27.46,1,100|300,157,164,7,1.1006,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T003__aug2_me_no.npz,E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,2,2,2,medium_normal,scale1.03314_warp1.01944_off3_snr31.68,1.01944,1.03314,31.68,3,100|300,108,108,0,1.0574,True,use,
E2_S02_A_FALL_SIT_B_T003__aug3_me_fa.npz,E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,2,2,3,medium_fast,scale1.01717_warp0.8714_off0_snr32.81,0.8714,1.01717,32.81,0,100|300,95,107,12,1.0892,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T003__aug5_la_fa.npz,E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,2,2,5,large_fast,scale1.21243_warp0.75548_off0_snr29.27,0.75548,1.21243,29.27,0,100|300,82,,,1.176,False,pending,rise_not_found
E2_S02_A_FALL_SIT_B_T005__aug0_sm_no.npz,E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,2,2,0,small_normal,scale0.80206_warp0.96693_off0_snr30.69,0.96693,0.80206,30.69,0,100|300,101,102,1,1.048,True,use,
E2_S02_A_FALL_SIT_B_T003__aug4_la_no.npz,E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,2,2,4,large_normal,scale1.1738_warp0.95337_off0_snr32.85,0.95337,1.1738,32.85,0,100|300,104,116,12,1.0857,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T005__aug1_sm_fa.npz,E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,2,2,1,small_fast,scale0.87683_warp0.76434_off0_snr28.46,0.76434,0.87683,28.46,0,100|300,80,106,26,1.0867,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T005__aug3_me_fa.npz,E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,2,2,3,medium_fast,scale0.95171_warp0.84809_off0_snr26.31,0.84809,0.95171,26.31,0,100|300,89,117,28,1.0744,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T005__aug2_me_no.npz,E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,2,2,2,medium_normal,scale0.98692_warp1.01785_off3_snr34.37,1.01785,0.98692,34.37,3,100|300,104,112,8,1.0651,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T005__aug4_la_no.npz,E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,2,2,4,large_normal,scale1.10826_warp0.96891_off0_snr25.19,0.96891,1.10826,25.19,0,100|300,102,123,21,1.0699,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T006__aug1_sm_fa.npz,E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,2,2,1,small_fast,scale0.89177_warp0.75787_off0_snr27.57,0.75787,0.89177,27.57,0,100|300,76,101,25,1.099,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T006__aug2_me_no.npz,E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,2,2,2,medium_normal,scale1.03309_warp1.00545_off1_snr32.0,1.00545,1.03309,32.0,1,100|300,101,118,17,1.0591,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T005__aug5_la_fa.npz,E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,2,2,5,large_fast,scale1.17267_warp0.77541_off0_snr27.03,0.77541,1.17267,27.03,0,100|300,81,107,26,1.0526,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T006__aug0_sm_no.npz,E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,2,2,0,small_normal,scale0.8886_warp1.02038_off4_snr32.02,1.02038,0.8886,32.02,4,100|300,99,119,20,1.0779,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T006__aug3_me_fa.npz,E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,2,2,3,medium_fast,scale0.98069_warp0.80845_off0_snr29.62,0.80845,0.98069,29.62,0,100|300,82,100,18,1.0886,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T006__aug5_la_fa.npz,E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,2,2,5,large_fast,scale1.2933_warp0.86783_off0_snr25.48,0.86783,1.2933,25.48,0,100|300,88,102,14,1.08,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T006__aug4_la_no.npz,E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,2,2,4,large_normal,scale1.25861_warp0.96149_off0_snr30.33,0.96149,1.25861,30.33,0,100|300,97,114,17,1.0732,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T007__aug0_sm_no.npz,E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,2,2,0,small_normal,scale0.77227_warp0.99244_off0_snr28.85,0.99244,0.77227,28.85,0,100|300,108,112,4,1.0584,True,use,
E2_S02_A_FALL_SIT_B_T007__aug1_sm_fa.npz,E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,2,2,1,small_fast,scale0.83896_warp0.82099_off0_snr32.73,0.82099,0.83896,32.73,0,100|300,89,100,11,1.13,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T007__aug2_me_no.npz,E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,2,2,2,medium_normal,scale1.01481_warp1.03311_off6_snr30.76,1.03311,1.01481,30.76,6,100|300,107,109,2,1.0673,True,use,
E2_S02_A_FALL_SIT_B_T007__aug5_la_fa.npz,E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,2,2,5,large_fast,scale1.1114_warp0.79693_off0_snr31.48,0.79693,1.1114,31.48,0,100|300,87,100,13,1.1945,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T007__aug3_me_fa.npz,E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,2,2,3,medium_fast,scale1.01075_warp0.77332_off0_snr30.99,0.77332,1.01075,30.99,0,100|300,84,100,16,1.2477,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T007__aug4_la_no.npz,E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,2,2,4,large_normal,scale1.18016_warp0.9654_off0_snr31.99,0.9654,1.18016,31.99,0,100|300,105,107,2,1.1009,True,use,
E2_S02_A_FALL_SIT_B_T009__aug0_sm_no.npz,E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,2,2,0,small_normal,scale0.85354_warp0.96135_off0_snr30.03,0.96135,0.85354,30.03,0,100|300,101,111,10,1.0705,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T009__aug4_la_no.npz,E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,2,2,4,large_normal,scale1.21845_warp1.01142_off2_snr25.9,1.01142,1.21845,25.9,2,100|300,104,,,1.0749,False,pending,rise_not_found
E2_S02_A_FALL_SIT_B_T009__aug1_sm_fa.npz,E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,2,2,1,small_fast,scale0.82594_warp0.77603_off0_snr34.43,0.77603,0.82594,34.43,0,100|300,81,101,20,1.107,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T009__aug2_me_no.npz,E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,2,2,2,medium_normal,scale1.04986_warp0.96029_off0_snr31.24,0.96029,1.04986,31.24,0,100|300,101,151,50,1.0671,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T009__aug3_me_fa.npz,E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,2,2,3,medium_fast,scale0.98458_warp0.86679_off0_snr26.76,0.86679,0.98458,26.76,0,100|300,91,100,9,1.069,True,use,
E2_S02_A_FALL_SIT_F_T005__aug0_sm_no.npz,E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,2,2,0,small_normal,scale0.79185_warp0.98086_off0_snr34.23,0.98086,0.79185,34.23,0,100|300,105,,,1.0898,False,pending,rise_not_found
E2_S02_A_FALL_SIT_B_T009__aug5_la_fa.npz,E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,2,2,5,large_fast,scale1.24185_warp0.81037_off0_snr28.93,0.81037,1.24185,28.93,0,100|300,85,,,1.0779,False,pending,rise_not_found
E2_S02_A_FALL_SIT_F_T005__aug1_sm_fa.npz,E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,2,2,1,small_fast,scale0.86301_warp0.83204_off0_snr34.21,0.83204,0.86301,34.21,0,100|300,89,115,26,1.0885,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_F_T005__aug2_me_no.npz,E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,2,2,2,medium_normal,scale1.04554_warp0.9777_off0_snr26.25,0.9777,1.04554,26.25,0,100|300,105,,,1.0534,False,pending,rise_not_found
E2_S02_A_FALL_SIT_F_T005__aug3_me_fa.npz,E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,2,2,3,medium_fast,scale1.00087_warp0.8872_off0_snr33.67,0.8872,1.00087,33.67,0,100|300,95,,,1.0925,False,pending,rise_not_found
E2_S02_A_FALL_SIT_F_T005__aug4_la_no.npz,E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,2,2,4,large_normal,scale1.29088_warp1.0218_off4_snr31.25,1.0218,1.29088,31.25,4,100|300,105,,,1.0868,False,pending,rise_not_found
E2_S02_A_FALL_SIT_F_T005__aug5_la_fa.npz,E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,2,2,5,large_fast,scale1.18678_warp0.81293_off0_snr29.3,0.81293,1.18678,29.3,0,100|300,87,,,1.0497,False,pending,rise_not_found
E2_S02_A_FALL_STD_B_T005__aug0_sm_no.npz,E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,2,2,0,small_normal,scale0.88806_warp1.02045_off4_snr33.61,1.02045,0.88806,33.61,4,100|300,164,130,-34,1.0795,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_B_T005__aug2_me_no.npz,E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,2,2,2,medium_normal,scale0.9583_warp0.97581_off0_snr29.64,0.97581,0.9583,29.64,0,100|300,161,155,-6,1.0682,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_B_T005__aug1_sm_fa.npz,E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,2,2,1,small_fast,scale0.87636_warp0.79649_off0_snr34.42,0.79649,0.87636,34.42,0,100|300,131,110,-21,1.0687,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_B_T005__aug3_me_fa.npz,E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,2,2,3,medium_fast,scale1.01928_warp0.85108_off0_snr29.72,0.85108,1.01928,29.72,0,100|300,140,136,-4,1.0637,True,use,
E2_S02_A_FALL_STD_B_T005__aug4_la_no.npz,E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,2,2,4,large_normal,scale1.22952_warp1.03619_off7_snr26.41,1.03619,1.22952,26.41,7,100|300,164,163,-1,1.0765,True,use,
E2_S02_A_FALL_STD_B_T005__aug5_la_fa.npz,E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,2,2,5,large_fast,scale1.27891_warp0.78922_off0_snr34.99,0.78922,1.27891,34.99,0,100|300,130,102,-28,1.0646,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_B_T006__aug3_me_fa.npz,E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,2,2,3,medium_fast,scale1.0093_warp0.89737_off0_snr31.96,0.89737,1.0093,31.96,0,100|300,94,,,1.0871,False,pending,rise_not_found
E2_S02_A_FALL_STD_B_T006__aug2_me_no.npz,E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,2,2,2,medium_normal,scale1.04924_warp1.0362_off7_snr29.74,1.0362,1.04924,29.74,7,100|300,102,,,1.0756,False,pending,rise_not_found
E2_S02_A_FALL_STD_B_T006__aug0_sm_no.npz,E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,2,2,0,small_normal,scale0.77139_warp1.02733_off5_snr25.42,1.02733,0.77139,25.42,5,100|300,103,,,1.0548,False,pending,rise_not_found
E2_S02_A_FALL_STD_B_T006__aug1_sm_fa.npz,E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,2,2,1,small_fast,scale0.81755_warp0.88814_off0_snr31.44,0.88814,0.81755,31.44,0,100|300,93,129,36,1.0875,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_B_T006__aug4_la_no.npz,E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,2,2,4,large_normal,scale1.15933_warp1.02725_off5_snr27.65,1.02725,1.15933,27.65,5,100|300,103,,,1.0452,False,pending,rise_not_found
E2_S02_A_FALL_STD_B_T006__aug5_la_fa.npz,E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,2,2,5,large_fast,scale1.11091_warp0.78952_off0_snr27.58,0.78952,1.11091,27.58,0,100|300,83,,,1.052,False,pending,rise_not_found
E2_S02_A_FALL_STD_B_T007__aug1_sm_fa.npz,E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,2,2,1,small_fast,scale0.87967_warp0.83869_off0_snr28.13,0.83869,0.87967,28.13,0,100|300,128,112,-16,1.081,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_B_T007__aug0_sm_no.npz,E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,2,2,0,small_normal,scale0.88258_warp0.98802_off0_snr25.7,0.98802,0.88258,25.7,0,100|300,151,153,2,1.0639,True,use,
E2_S02_A_FALL_STD_B_T007__aug2_me_no.npz,E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,2,2,2,medium_normal,scale1.04286_warp0.95084_off0_snr29.91,0.95084,1.04286,29.91,0,100|300,145,149,4,1.0892,True,use,
E2_S02_A_FALL_STD_B_T007__aug3_me_fa.npz,E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,2,2,3,medium_fast,scale0.97593_warp0.87885_off0_snr28.82,0.87885,0.97593,28.82,0,100|300,134,136,2,1.0578,True,use,
E2_S02_A_FALL_STD_B_T007__aug5_la_fa.npz,E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,2,2,5,large_fast,scale1.227_warp0.77789_off0_snr29.93,0.77789,1.227,29.93,0,100|300,119,119,0,1.0437,True,use,
E2_S02_A_FALL_STD_B_T007__aug4_la_no.npz,E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,2,2,4,large_normal,scale1.1925_warp0.99212_off0_snr27.65,0.99212,1.1925,27.65,0,100|300,151,117,-34,1.0646,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_B_T008__aug0_sm_no.npz,E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,2,2,0,small_normal,scale0.86243_warp1.03818_off7_snr28.05,1.03818,0.86243,28.05,7,100|300,133,129,-4,1.0643,True,use,
E2_S02_A_FALL_STD_B_T008__aug1_sm_fa.npz,E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,2,2,1,small_fast,scale0.81311_warp0.84643_off0_snr25.16,0.84643,0.81311,25.16,0,100|300,114,116,2,1.0398,True,use,
E2_S02_A_FALL_STD_B_T008__aug2_me_no.npz,E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,2,2,2,medium_normal,scale1.04951_warp1.04922_off9_snr33.91,1.04922,1.04951,33.91,9,100|300,132,120,-12,1.0662,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_B_T008__aug3_me_fa.npz,E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,2,2,3,medium_fast,scale1.0161_warp0.83855_off0_snr29.05,0.83855,1.0161,29.05,0,100|300,113,111,-2,1.0597,True,use,
E2_S02_A_FALL_STD_B_T008__aug4_la_no.npz,E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,2,2,4,large_normal,scale1.29264_warp1.04906_off9_snr25.57,1.04906,1.29264,25.57,9,100|300,132,137,5,1.0597,True,use,
E2_S02_A_FALL_STD_F_T002__aug0_sm_no.npz,E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,2,2,0,small_normal,scale0.89997_warp0.9852_off0_snr27.99,0.9852,0.89997,27.99,0,100|300,127,127,0,1.0731,True,use,
E2_S02_A_FALL_STD_B_T008__aug5_la_fa.npz,E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,2,2,5,large_fast,scale1.24942_warp0.82291_off0_snr28.1,0.82291,1.24942,28.1,0,100|300,111,111,0,1.0734,True,use,
E2_S02_A_FALL_STD_F_T002__aug2_me_no.npz,E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,2,2,2,medium_normal,scale1.02305_warp1.01312_off2_snr34.77,1.01312,1.02305,34.77,2,100|300,129,129,0,1.0799,True,use,
E2_S02_A_FALL_STD_F_T002__aug3_me_fa.npz,E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,2,2,3,medium_fast,scale0.95557_warp0.76006_off0_snr25.77,0.76006,0.95557,25.77,0,100|300,98,100,2,1.0926,True,use,
E2_S02_A_FALL_STD_F_T002__aug1_sm_fa.npz,E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,2,2,1,small_fast,scale0.87788_warp0.8017_off0_snr28.79,0.8017,0.87788,28.79,0,100|300,103,103,0,1.0441,True,use,
E2_S02_A_FALL_STD_F_T002__aug5_la_fa.npz,E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,2,2,5,large_fast,scale1.16337_warp0.83149_off0_snr28.08,0.83149,1.16337,28.08,0,100|300,107,108,1,1.0643,True,use,
E2_S02_A_FALL_STD_F_T002__aug4_la_no.npz,E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,2,2,4,large_normal,scale1.15285_warp1.01546_off3_snr30.18,1.01546,1.15285,30.18,3,100|300,128,128,0,1.0939,True,use,
E2_S02_A_FALL_STD_F_T003__aug0_sm_no.npz,E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,2,2,0,small_normal,scale0.79007_warp1.00239_off0_snr34.63,1.00239,0.79007,34.63,0,100|300,120,121,1,1.0426,True,use,
E2_S02_A_FALL_STD_F_T003__aug1_sm_fa.npz,E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,2,2,1,small_fast,scale0.78055_warp0.83958_off0_snr27.71,0.83958,0.78055,27.71,0,100|300,100,101,1,1.0566,True,use,
E2_S02_A_FALL_STD_F_T003__aug2_me_no.npz,E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,2,2,2,medium_normal,scale0.9844_warp1.03864_off7_snr33.52,1.03864,0.9844,33.52,7,100|300,118,156,38,1.0644,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_F_T003__aug3_me_fa.npz,E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,2,2,3,medium_fast,scale0.97832_warp0.79087_off0_snr25.78,0.79087,0.97832,25.78,0,100|300,95,118,23,1.08,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_F_T004__aug0_sm_no.npz,E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,2,2,0,small_normal,scale0.75178_warp0.95584_off0_snr33.76,0.95584,0.75178,33.76,0,100|300,136,136,0,1.0723,True,use,
E2_S02_A_FALL_STD_F_T003__aug4_la_no.npz,E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,2,2,4,large_normal,scale1.22757_warp0.96414_off0_snr30.14,0.96414,1.22757,30.14,0,100|300,115,114,-1,1.0657,True,use,
E2_S02_A_FALL_STD_F_T003__aug5_la_fa.npz,E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,2,2,5,large_fast,scale1.22447_warp0.88069_off0_snr25.4,0.88069,1.22447,25.4,0,100|300,106,137,31,1.0488,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_F_T004__aug1_sm_fa.npz,E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,2,2,1,small_fast,scale0.89752_warp0.85738_off0_snr31.16,0.85738,0.89752,31.16,0,100|300,121,121,0,1.0493,True,use,
E2_S02_A_FALL_STD_F_T004__aug2_me_no.npz,E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,2,2,2,medium_normal,scale1.0143_warp1.01471_off2_snr29.41,1.01471,1.0143,29.41,2,100|300,142,169,27,1.0661,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_F_T004__aug4_la_no.npz,E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,2,2,4,large_normal,scale1.15506_warp0.96994_off0_snr33.51,0.96994,1.15506,33.51,0,100|300,137,163,26,1.0943,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_F_T005__aug0_sm_no.npz,E2_S02_A_FALL_STD_F_T005.csv,train,FALL_STD_F,2,2,0,small_normal,scale0.83962_warp0.97257_off0_snr30.58,0.97257,0.83962,30.58,0,100|300,158,103,-55,1.0691,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_F_T004__aug3_me_fa.npz,E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,2,2,3,medium_fast,scale0.98953_warp0.81098_off0_snr25.79,0.81098,0.98953,25.79,0,100|300,115,115,0,1.0879,True,use,
E2_S02_A_FALL_STD_F_T004__aug5_la_fa.npz,E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,2,2,5,large_fast,scale1.10075_warp0.89273_off0_snr28.41,0.89273,1.10075,28.41,0,100|300,127,150,23,1.094,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_F_T005__aug1_sm_fa.npz,E2_S02_A_FALL_STD_F_T005.csv,train,FALL_STD_F,2,2,1,small_fast,scale0.77617_warp0.80059_off0_snr33.99,0.80059,0.77617,33.99,0,100|300,130,129,-1,1.1603,True,use,
E2_S02_A_FALL_STD_F_T005__aug2_me_no.npz,E2_S02_A_FALL_STD_F_T005.csv,train,FALL_STD_F,2,2,2,medium_normal,scale1.02974_warp0.96232_off0_snr28.69,0.96232,1.02974,28.69,0,100|300,156,115,-41,1.0759,False,pending,aug_onset_disagree(>5)
