filename,subtype,env,subject,split_assignment,onset_status,usable_for_fixed,usable_for_onset_aligned,exclude_scope,onset_frame_clean,crop_policy,crop_start_clean,crop_end_clean,generated,crop_exclude_reason,manifest_id
E1_S01_A_FALL_WALK_F_T002.csv,FALL_WALK_F,1,1,val,manual_corrected,True,True,none,33,onset_reduced,-67,233,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T003.csv,FALL_WALK_F,1,1,val,auto_reviewed,True,True,none,150,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T003.csv,FALL_WALK_F,1,1,val,auto_reviewed,True,True,none,150,onset_primary,100,400,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T003.csv,FALL_WALK_F,1,1,val,auto_reviewed,True,True,none,150,onset_reduced,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T004.csv,FALL_WALK_F,1,1,train,manual_corrected,True,True,none,32,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T004.csv,FALL_WALK_F,1,1,train,manual_corrected,True,True,none,32,onset_primary,-18,282,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T004.csv,FALL_WALK_F,1,1,train,manual_corrected,True,True,none,32,onset_reduced,-68,232,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T005.csv,FALL_WALK_F,1,1,train,manual_corrected,True,True,none,150,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T005.csv,FALL_WALK_F,1,1,train,manual_corrected,True,True,none,150,onset_primary,100,400,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T005.csv,FALL_WALK_F,1,1,train,manual_corrected,True,True,none,150,onset_reduced,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T006.csv,FALL_WALK_F,1,1,test,pending_manual,True,False,none,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T006.csv,FALL_WALK_F,1,1,test,pending_manual,True,False,none,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T006.csv,FALL_WALK_F,1,1,test,pending_manual,True,False,none,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T007.csv,FALL_WALK_F,1,1,test,auto_reviewed,True,True,none,154,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T007.csv,FALL_WALK_F,1,1,test,auto_reviewed,True,True,none,154,onset_primary,104,404,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T007.csv,FALL_WALK_F,1,1,test,auto_reviewed,True,True,none,154,onset_reduced,54,354,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T008.csv,FALL_WALK_F,1,1,train,auto_reviewed,True,True,none,176,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T008.csv,FALL_WALK_F,1,1,train,auto_reviewed,True,True,none,176,onset_primary,126,426,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T008.csv,FALL_WALK_F,1,1,train,auto_reviewed,True,True,none,176,onset_reduced,76,376,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T009.csv,FALL_WALK_F,1,1,train,auto_reviewed,True,True,none,153,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T009.csv,FALL_WALK_F,1,1,train,auto_reviewed,True,True,none,153,onset_primary,103,403,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T009.csv,FALL_WALK_F,1,1,train,auto_reviewed,True,True,none,153,onset_reduced,53,353,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T010.csv,FALL_WALK_F,1,1,val,manual_corrected,True,True,none,33,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T010.csv,FALL_WALK_F,1,1,val,manual_corrected,True,True,none,33,onset_primary,-17,283,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T010.csv,FALL_WALK_F,1,1,val,manual_corrected,True,True,none,33,onset_reduced,-67,233,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T001.csv,FALL_SIT_B,2,2,val,auto_reviewed,True,True,none,179,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T001.csv,FALL_SIT_B,2,2,val,auto_reviewed,True,True,none,179,onset_primary,129,429,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T001.csv,FALL_SIT_B,2,2,val,auto_reviewed,True,True,none,179,onset_reduced,79,379,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T002.csv,FALL_SIT_B,2,2,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T002.csv,FALL_SIT_B,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T002.csv,FALL_SIT_B,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T003.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,109,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T003.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,109,onset_primary,59,359,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T003.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,109,onset_reduced,9,309,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T004.csv,FALL_SIT_B,2,2,val,auto_reviewed,True,True,none,101,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T004.csv,FALL_SIT_B,2,2,val,auto_reviewed,True,True,none,101,onset_primary,51,351,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T004.csv,FALL_SIT_B,2,2,val,auto_reviewed,True,True,none,101,onset_reduced,1,301,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T005.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,105,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T005.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,105,onset_primary,55,355,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T005.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,105,onset_reduced,5,305,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T006.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,101,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T006.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,101,onset_primary,51,351,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T006.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,101,onset_reduced,1,301,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T007.csv,FALL_SIT_B,2,2,train,manual_corrected,True,True,none,109,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T007.csv,FALL_SIT_B,2,2,train,manual_corrected,True,True,none,109,onset_primary,59,359,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T007.csv,FALL_SIT_B,2,2,train,manual_corrected,True,True,none,109,onset_reduced,9,309,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T008.csv,FALL_SIT_B,2,2,test,auto_reviewed,True,True,none,123,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T008.csv,FALL_SIT_B,2,2,test,auto_reviewed,True,True,none,123,onset_primary,73,373,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T008.csv,FALL_SIT_B,2,2,test,auto_reviewed,True,True,none,123,onset_reduced,23,323,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T009.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,105,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T009.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,105,onset_primary,55,355,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T009.csv,FALL_SIT_B,2,2,train,auto_reviewed,True,True,none,105,onset_reduced,5,305,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T010.csv,FALL_SIT_B,2,2,test,pending_manual,True,False,none,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T010.csv,FALL_SIT_B,2,2,test,pending_manual,True,False,none,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_B_T010.csv,FALL_SIT_B,2,2,test,pending_manual,True,False,none,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T001.csv,FALL_SIT_F,2,2,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T001.csv,FALL_SIT_F,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T001.csv,FALL_SIT_F,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T002.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,164,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T002.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,164,onset_primary,114,414,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T002.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,164,onset_reduced,64,364,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T003.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,109,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T003.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,109,onset_primary,59,359,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T003.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,109,onset_reduced,9,309,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T004.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,174,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T004.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,174,onset_primary,124,424,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T004.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,174,onset_reduced,74,374,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T005.csv,FALL_SIT_F,2,2,train,auto_reviewed,True,True,none,107,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T005.csv,FALL_SIT_F,2,2,train,auto_reviewed,True,True,none,107,onset_primary,57,357,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T005.csv,FALL_SIT_F,2,2,train,auto_reviewed,True,True,none,107,onset_reduced,7,307,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T006.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,143,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T006.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,143,onset_primary,93,393,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T006.csv,FALL_SIT_F,2,2,test,auto_reviewed,True,True,none,143,onset_reduced,43,343,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T007.csv,FALL_SIT_F,2,2,train,data_invalid,False,False,all_policies,,fixed,50,350,False,not_usable_for_fixed,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T007.csv,FALL_SIT_F,2,2,train,data_invalid,False,False,all_policies,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T007.csv,FALL_SIT_F,2,2,train,data_invalid,False,False,all_policies,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T008.csv,FALL_SIT_F,2,2,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T008.csv,FALL_SIT_F,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T008.csv,FALL_SIT_F,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T009.csv,FALL_SIT_F,2,2,train,data_invalid,False,False,all_policies,,fixed,50,350,False,not_usable_for_fixed,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T009.csv,FALL_SIT_F,2,2,train,data_invalid,False,False,all_policies,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T009.csv,FALL_SIT_F,2,2,train,data_invalid,False,False,all_policies,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T010.csv,FALL_SIT_F,2,2,val,auto_reviewed,True,True,none,135,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T010.csv,FALL_SIT_F,2,2,val,auto_reviewed,True,True,none,135,onset_primary,85,385,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_SIT_F_T010.csv,FALL_SIT_F,2,2,val,auto_reviewed,True,True,none,135,onset_reduced,35,335,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T001.csv,FALL_STD_B,2,2,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T001.csv,FALL_STD_B,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T001.csv,FALL_STD_B,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T002.csv,FALL_STD_B,2,2,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T002.csv,FALL_STD_B,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T002.csv,FALL_STD_B,2,2,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T003.csv,FALL_STD_B,2,2,val,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T003.csv,FALL_STD_B,2,2,val,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T003.csv,FALL_STD_B,2,2,val,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T004.csv,FALL_STD_B,2,2,test,auto_reviewed,True,True,none,136,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T004.csv,FALL_STD_B,2,2,test,auto_reviewed,True,True,none,136,onset_primary,86,386,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T004.csv,FALL_STD_B,2,2,test,auto_reviewed,True,True,none,136,onset_reduced,36,336,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T005.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,165,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T005.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,165,onset_primary,115,415,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T005.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,165,onset_reduced,65,365,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T006.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,105,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T006.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,105,onset_primary,55,355,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T006.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,105,onset_reduced,5,305,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T007.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,153,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T007.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,153,onset_primary,103,403,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T007.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,153,onset_reduced,53,353,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T008.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,135,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T008.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,135,onset_primary,85,385,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T008.csv,FALL_STD_B,2,2,train,auto_reviewed,True,True,none,135,onset_reduced,35,335,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T009.csv,FALL_STD_B,2,2,val,manual_corrected,True,True,none,161,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T009.csv,FALL_STD_B,2,2,val,manual_corrected,True,True,none,161,onset_primary,111,411,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T009.csv,FALL_STD_B,2,2,val,manual_corrected,True,True,none,161,onset_reduced,61,361,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T010.csv,FALL_STD_B,2,2,val,manual_corrected,True,True,none,131,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T010.csv,FALL_STD_B,2,2,val,manual_corrected,True,True,none,131,onset_primary,81,381,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_B_T010.csv,FALL_STD_B,2,2,val,manual_corrected,True,True,none,131,onset_reduced,31,331,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T001.csv,FALL_STD_F,2,2,val,data_invalid,False,False,all_policies,,fixed,50,350,False,not_usable_for_fixed,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T001.csv,FALL_STD_F,2,2,val,data_invalid,False,False,all_policies,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T001.csv,FALL_STD_F,2,2,val,data_invalid,False,False,all_policies,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T002.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,129,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T002.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,129,onset_primary,79,379,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T002.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,129,onset_reduced,29,329,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T003.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,120,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T003.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,120,onset_primary,70,370,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T003.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,120,onset_reduced,20,320,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T004.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,142,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T004.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,142,onset_primary,92,392,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T004.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,142,onset_reduced,42,342,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T005.csv,FALL_STD_F,2,2,train,manual_corrected,True,True,none,162,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T005.csv,FALL_STD_F,2,2,train,manual_corrected,True,True,none,162,onset_primary,112,412,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T005.csv,FALL_STD_F,2,2,train,manual_corrected,True,True,none,162,onset_reduced,62,362,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T006.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,115,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T006.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,115,onset_primary,65,365,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T006.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,115,onset_reduced,15,315,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T007.csv,FALL_STD_F,2,2,val,auto_reviewed,True,True,none,171,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T007.csv,FALL_STD_F,2,2,val,auto_reviewed,True,True,none,171,onset_primary,121,421,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T007.csv,FALL_STD_F,2,2,val,auto_reviewed,True,True,none,171,onset_reduced,71,371,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T008.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,137,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T008.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,137,onset_primary,87,387,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T008.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,137,onset_reduced,37,337,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T009.csv,FALL_STD_F,2,2,test,auto_reviewed,True,True,none,106,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T009.csv,FALL_STD_F,2,2,test,auto_reviewed,True,True,none,106,onset_primary,56,356,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T009.csv,FALL_STD_F,2,2,test,auto_reviewed,True,True,none,106,onset_reduced,6,306,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T010.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,155,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T010.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,155,onset_primary,105,405,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_STD_F_T010.csv,FALL_STD_F,2,2,train,auto_reviewed,True,True,none,155,onset_reduced,55,355,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T001.csv,FALL_WALK_B,2,2,val,auto_reviewed,True,True,none,195,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T001.csv,FALL_WALK_B,2,2,val,auto_reviewed,True,True,none,195,onset_primary,145,445,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T001.csv,FALL_WALK_B,2,2,val,auto_reviewed,True,True,none,195,onset_reduced,95,395,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T002.csv,FALL_WALK_B,2,2,val,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T002.csv,FALL_WALK_B,2,2,val,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T002.csv,FALL_WALK_B,2,2,val,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T003.csv,FALL_WALK_B,2,2,train,auto_reviewed,True,True,none,150,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T003.csv,FALL_WALK_B,2,2,train,auto_reviewed,True,True,none,150,onset_primary,100,400,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T003.csv,FALL_WALK_B,2,2,train,auto_reviewed,True,True,none,150,onset_reduced,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T004.csv,FALL_WALK_B,2,2,train,manual_corrected,True,True,none,93,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T004.csv,FALL_WALK_B,2,2,train,manual_corrected,True,True,none,93,onset_primary,43,343,True,,onset_manifest_v2_2026-06-06
E2_S02_A_FALL_WALK_B_T004.csv,FALL_WALK_B,2,2,train,manual_corrected,True,True,none,93,onset_reduced,-7,293,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
