filename,split_assignment,subtype,n_valid_param_rows,nominal_valid_count,broad_valid_count,nominal_rise_median,broad_rise_median,nominal_broad_delta_median,param_sensitivity_range_overall,any_hard_review,hard_reason_union,review_priority,review_priority_reasons
E3_S03_A_FALL_WALK_B_T003.csv,train,FALL_WALK_B,6,3,3,195.0,195.0,0.0,1.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200;topk_no_consensus_hard,high,weak_subtype:FALL_WALK_B;has_hard_review
E3_S03_A_FALL_WALK_B_T004.csv,train,FALL_WALK_B,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550;weak_subtype
E3_S03_A_FALL_WALK_B_T005.csv,train,FALL_WALK_B,2,1,1,199.0,199.0,0.0,0.0,True,frame_mapping_failed;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200;topk_no_consensus_hard,high,weak_subtype:FALL_WALK_B;has_hard_review
E3_S03_A_FALL_WALK_B_T006.csv,val,FALL_WALK_B,10,5,5,194.0,194.0,0.0,10.0,True,frame_mapping_failed;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200;topk_no_consensus_hard,high,weak_subtype:FALL_WALK_B;has_hard_review
E3_S03_A_FALL_WALK_B_T007.csv,train,FALL_WALK_B,12,6,6,227.0,227.0,0.0,0.0,False,,high,weak_subtype:FALL_WALK_B
E3_S03_A_FALL_WALK_B_T008.csv,train,FALL_WALK_B,6,3,3,268.0,268.0,0.0,0.0,True,rise_not_found,high,weak_subtype:FALL_WALK_B;has_hard_review
E3_S03_A_FALL_WALK_B_T009.csv,train,FALL_WALK_B,0,0,0,,,,,True,rise_not_found,high,weak_subtype:FALL_WALK_B;has_hard_review
E3_S03_A_FALL_WALK_B_T010.csv,train,FALL_WALK_B,0,0,0,,,,,True,rise_not_found,high,weak_subtype:FALL_WALK_B;has_hard_review
E3_S03_A_FALL_WALK_F_T001.csv,train,FALL_WALK_F,12,6,6,292.0,292.0,0.0,114.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_WALK_F_T002.csv,train,FALL_WALK_F,0,0,0,,,,,True,rise_not_found,high,has_hard_review
E3_S03_A_FALL_WALK_F_T003.csv,val,FALL_WALK_F,0,0,0,,,,,True,rise_not_found,high,has_hard_review
E3_S03_A_FALL_WALK_F_T004.csv,train,FALL_WALK_F,12,6,6,205.0,205.0,0.0,31.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,has_hard_review
E3_S03_A_FALL_WALK_F_T005.csv,train,FALL_WALK_F,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E3_S03_A_FALL_WALK_F_T006.csv,test,FALL_WALK_F,12,6,6,197.0,180.0,-17.0,18.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_WALK_F_T007.csv,val,FALL_WALK_F,12,6,6,218.0,218.0,0.0,0.0,False,,normal,
E3_S03_A_FALL_WALK_F_T008.csv,train,FALL_WALK_F,8,4,4,264.5,264.5,0.0,3.0,True,rise_not_found,high,has_hard_review
E3_S03_A_FALL_WALK_F_T009.csv,val,FALL_WALK_F,10,5,5,300.0,300.0,0.0,40.0,True,rise_not_found,high,has_hard_review
E3_S03_A_FALL_WALK_F_T010.csv,train,FALL_WALK_F,10,5,5,191.0,189.0,-1.0,92.0,True,frame_mapping_failed;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200;topk_no_consensus_hard,high,has_hard_review
E4_S01_A_FALL_SIT_B_T001.csv,train,FALL_SIT_B,12,6,6,205.0,205.0,0.0,12.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_SIT_B_T002.csv,train,FALL_SIT_B,12,6,6,233.0,233.0,0.0,1.0,False,,normal,
E4_S01_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,12,6,6,218.0,218.0,0.0,27.0,False,,normal,
E4_S01_A_FALL_SIT_B_T004.csv,train,FALL_SIT_B,12,6,6,206.0,206.0,0.0,0.0,False,,normal,
E4_S01_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,12,6,6,216.0,216.0,0.0,26.0,False,,normal,
E4_S01_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,12,6,6,222.5,222.5,0.0,35.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,12,6,6,243.0,243.0,0.0,1.0,False,,normal,
E4_S01_A_FALL_SIT_B_T008.csv,train,FALL_SIT_B,12,6,6,247.0,247.0,0.0,32.0,False,,normal,
E4_S01_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,12,6,6,190.0,180.0,-10.0,16.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_SIT_B_T010.csv,test,FALL_SIT_B,12,6,6,190.0,180.0,-10.0,10.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_SIT_F_T001.csv,val,FALL_SIT_F,12,6,6,194.0,189.5,-4.5,23.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_SIT_F_T002.csv,test,FALL_SIT_F,12,6,6,194.0,180.0,-14.0,14.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_SIT_F_T003.csv,train,FALL_SIT_F,12,6,6,205.0,205.0,0.0,17.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_SIT_F_T004.csv,train,FALL_SIT_F,12,6,6,190.0,190.0,0.0,2.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,12,6,6,210.0,210.0,0.0,1.0,False,,normal,
E4_S01_A_FALL_SIT_F_T006.csv,train,FALL_SIT_F,12,6,6,226.0,226.0,0.0,16.0,False,,normal,
E4_S01_A_FALL_SIT_F_T007.csv,val,FALL_SIT_F,12,6,6,243.5,243.5,0.0,10.0,False,,normal,
E4_S01_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,12,6,6,230.0,230.0,0.0,39.0,False,,normal,
E4_S01_A_FALL_SIT_F_T009.csv,test,FALL_SIT_F,12,6,6,233.0,233.0,0.0,0.0,False,,normal,
E4_S01_A_FALL_SIT_F_T010.csv,train,FALL_SIT_F,12,6,6,264.0,264.0,0.0,36.0,False,,normal,
E4_S01_A_FALL_STD_B_T001.csv,val,FALL_STD_B,12,6,6,234.0,234.0,0.0,2.0,False,,normal,
E4_S01_A_FALL_STD_B_T002.csv,train,FALL_STD_B,12,6,6,240.0,239.5,0.0,62.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_STD_B_T003.csv,test,FALL_STD_B,12,6,6,294.0,294.0,0.0,80.0,False,,normal,
E4_S01_A_FALL_STD_B_T004.csv,val,FALL_STD_B,12,6,6,269.0,182.0,-87.0,88.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_STD_B_T005.csv,test,FALL_STD_B,12,6,6,190.0,182.0,-8.0,8.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_STD_B_T006.csv,train,FALL_STD_B,12,6,6,237.5,237.5,0.0,42.0,False,,normal,
E4_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,12,6,6,227.0,227.0,0.0,15.0,False,,normal,
E4_S01_A_FALL_STD_B_T008.csv,train,FALL_STD_B,12,6,6,312.0,312.0,0.0,56.0,False,,normal,
E4_S01_A_FALL_STD_B_T009.csv,test,FALL_STD_B,12,6,6,275.0,275.0,0.0,0.0,False,,normal,
E4_S01_A_FALL_STD_B_T010.csv,test,FALL_STD_B,12,6,6,199.0,186.0,-5.5,26.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,12,6,6,232.0,232.0,0.0,14.0,False,,normal,
E4_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,12,6,6,220.0,220.0,0.0,23.0,False,,normal,
E4_S01_A_FALL_STD_F_T003.csv,test,FALL_STD_F,12,6,6,203.0,203.0,0.0,12.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_STD_F_T004.csv,test,FALL_STD_F,12,6,6,302.5,302.5,0.0,118.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_STD_F_T005.csv,train,FALL_STD_F,12,6,6,212.0,212.0,0.0,2.0,False,,normal,
E4_S01_A_FALL_STD_F_T006.csv,val,FALL_STD_F,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E4_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,12,6,6,207.0,207.0,0.0,0.0,False,,normal,
E4_S01_A_FALL_STD_F_T008.csv,train,FALL_STD_F,12,6,6,199.0,199.0,0.0,19.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_STD_F_T009.csv,val,FALL_STD_F,12,6,6,208.0,187.0,-21.5,23.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_STD_F_T010.csv,val,FALL_STD_F,12,6,6,242.0,242.0,0.0,15.0,False,,normal,
E4_S01_A_FALL_WALK_B_T001.csv,train,FALL_WALK_B,12,6,6,194.0,194.0,0.0,7.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S01_A_FALL_WALK_B_T002.csv,train,FALL_WALK_B,12,6,6,190.0,180.0,-10.0,10.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S01_A_FALL_WALK_B_T003.csv,train,FALL_WALK_B,12,6,6,201.0,201.0,0.0,2.0,False,,high,weak_subtype:FALL_WALK_B
E4_S01_A_FALL_WALK_B_T004.csv,train,FALL_WALK_B,12,6,6,195.5,181.0,-12.0,135.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S01_A_FALL_WALK_B_T005.csv,train,FALL_WALK_B,12,6,6,197.0,197.0,0.0,0.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S01_A_FALL_WALK_B_T006.csv,test,FALL_WALK_B,6,0,6,,362.0,,0.0,True,rise_not_found,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S01_A_FALL_WALK_B_T007.csv,train,FALL_WALK_B,12,6,6,200.0,200.0,0.0,9.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S01_A_FALL_WALK_B_T008.csv,train,FALL_WALK_B,12,6,6,262.0,262.0,0.0,77.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S01_A_FALL_WALK_B_T009.csv,train,FALL_WALK_B,12,6,6,206.0,206.0,0.0,14.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S01_A_FALL_WALK_B_T010.csv,train,FALL_WALK_B,12,6,6,190.0,184.0,-6.0,8.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S01_A_FALL_WALK_F_T001.csv,train,FALL_WALK_F,12,6,6,199.0,199.0,0.0,1.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_WALK_F_T002.csv,train,FALL_WALK_F,12,6,6,195.0,183.0,-12.0,14.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_WALK_F_T003.csv,train,FALL_WALK_F,12,6,6,195.0,187.5,-7.5,15.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_WALK_F_T004.csv,test,FALL_WALK_F,12,6,6,239.0,239.0,0.0,2.0,False,,normal,
E4_S01_A_FALL_WALK_F_T005.csv,test,FALL_WALK_F,12,6,6,204.0,204.0,0.0,17.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_WALK_F_T006.csv,train,FALL_WALK_F,12,6,6,245.0,245.0,0.0,1.0,False,,normal,
E4_S01_A_FALL_WALK_F_T007.csv,train,FALL_WALK_F,12,6,6,193.0,193.0,0.0,0.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S01_A_FALL_WALK_F_T008.csv,train,FALL_WALK_F,12,6,6,297.0,297.0,0.0,0.0,False,,normal,
E4_S01_A_FALL_WALK_F_T009.csv,train,FALL_WALK_F,12,6,6,288.0,288.0,0.0,16.0,False,,normal,
E4_S01_A_FALL_WALK_F_T010.csv,val,FALL_WALK_F,12,6,6,204.0,192.0,-5.0,25.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_SIT_B_T001.csv,train,FALL_SIT_B,12,6,6,193.0,184.5,-8.5,9.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_SIT_B_T002.csv,train,FALL_SIT_B,12,6,6,190.0,184.0,-6.0,6.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,12,6,6,205.0,205.0,0.0,13.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_SIT_B_T004.csv,train,FALL_SIT_B,12,6,6,190.0,189.0,-1.0,5.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_SIT_B_T005.csv,test,FALL_SIT_B,12,6,6,216.0,216.0,0.0,11.0,False,,normal,
E4_S02_A_FALL_SIT_B_T006.csv,test,FALL_SIT_B,12,6,6,190.0,180.0,-10.0,10.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,8,4,4,249.0,249.0,0.0,58.0,True,rise_not_found,high,has_hard_review
E4_S02_A_FALL_SIT_B_T008.csv,train,FALL_SIT_B,11,5,6,194.0,180.0,-13.0,64.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,12,6,6,206.0,206.0,0.0,2.0,False,,normal,
E4_S02_A_FALL_SIT_B_T010.csv,train,FALL_SIT_B,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E4_S02_A_FALL_SIT_F_T001.csv,test,FALL_SIT_F,12,6,6,218.0,218.0,0.0,35.0,False,,normal,
E4_S02_A_FALL_SIT_F_T002.csv,train,FALL_SIT_F,12,6,6,211.0,211.0,0.0,8.0,False,,normal,
E4_S02_A_FALL_SIT_F_T003.csv,train,FALL_SIT_F,12,6,6,230.0,230.0,0.0,10.0,False,,normal,
E4_S02_A_FALL_SIT_F_T004.csv,train,FALL_SIT_F,12,6,6,229.0,229.0,0.0,1.0,False,,normal,
E4_S02_A_FALL_SIT_F_T005.csv,out_of_scope,FALL_SIT_F,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E4_S02_A_FALL_SIT_F_T006.csv,test,FALL_SIT_F,12,6,6,214.0,214.0,0.0,3.0,False,,normal,
E4_S02_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,12,6,6,212.0,212.0,0.0,4.0,False,,normal,
E4_S02_A_FALL_SIT_F_T008.csv,test,FALL_SIT_F,12,6,6,190.0,181.0,-9.0,9.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_SIT_F_T009.csv,train,FALL_SIT_F,12,6,6,237.0,237.0,0.0,1.0,False,,normal,
E4_S02_A_FALL_SIT_F_T010.csv,test,FALL_SIT_F,12,6,6,256.0,187.0,-69.0,76.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_STD_B_T001.csv,train,FALL_STD_B,12,6,6,205.0,205.0,0.0,0.0,False,,normal,
E4_S02_A_FALL_STD_B_T002.csv,train,FALL_STD_B,12,6,6,278.0,278.0,0.0,0.0,False,,normal,
E4_S02_A_FALL_STD_B_T003.csv,train,FALL_STD_B,12,6,6,246.0,246.0,0.0,51.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_STD_B_T004.csv,train,FALL_STD_B,12,6,6,229.0,229.0,0.0,1.0,False,,normal,
E4_S02_A_FALL_STD_B_T005.csv,val,FALL_STD_B,12,6,6,225.5,210.5,-15.0,55.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,12,6,6,214.0,214.0,0.0,27.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,12,6,6,201.0,201.0,0.0,1.0,False,,normal,
E4_S02_A_FALL_STD_B_T008.csv,test,FALL_STD_B,12,6,6,226.0,226.0,0.0,7.0,False,,normal,
E4_S02_A_FALL_STD_B_T009.csv,train,FALL_STD_B,12,6,6,191.0,183.0,-8.0,8.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_STD_B_T010.csv,train,FALL_STD_B,12,6,6,209.0,209.0,0.0,35.0,False,,normal,
E4_S02_A_FALL_STD_F_T001.csv,train,FALL_STD_F,12,6,6,243.0,243.0,0.0,42.0,False,,normal,
E4_S02_A_FALL_STD_F_T002.csv,val,FALL_STD_F,12,6,6,238.0,238.0,0.0,1.0,False,,normal,
E4_S02_A_FALL_STD_F_T003.csv,test,FALL_STD_F,12,6,6,206.0,206.0,0.0,22.0,False,,normal,
E4_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,12,6,6,221.0,221.0,0.0,28.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_STD_F_T005.csv,train,FALL_STD_F,12,6,6,208.0,208.0,0.0,27.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_STD_F_T006.csv,train,FALL_STD_F,12,6,6,190.0,188.0,-2.0,5.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,has_hard_review
E4_S02_A_FALL_STD_F_T007.csv,test,FALL_STD_F,12,6,6,242.5,242.5,0.0,20.0,False,,normal,
E4_S02_A_FALL_STD_F_T008.csv,train,FALL_STD_F,12,6,6,302.0,302.0,0.0,0.0,False,,normal,
E4_S02_A_FALL_STD_F_T009.csv,train,FALL_STD_F,12,6,6,206.0,206.0,0.0,26.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_STD_F_T010.csv,val,FALL_STD_F,12,6,6,268.0,268.0,0.0,2.0,False,,normal,
E4_S02_A_FALL_WALK_B_T001.csv,val,FALL_WALK_B,2,1,1,348.0,348.0,0.0,0.0,True,rise_not_found,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S02_A_FALL_WALK_B_T002.csv,train,FALL_WALK_B,12,6,6,285.0,285.0,0.0,0.0,False,,high,weak_subtype:FALL_WALK_B
E4_S02_A_FALL_WALK_B_T003.csv,train,FALL_WALK_B,12,6,6,213.0,213.0,0.0,27.0,False,,high,weak_subtype:FALL_WALK_B
E4_S02_A_FALL_WALK_B_T004.csv,train,FALL_WALK_B,12,6,6,209.0,209.0,0.0,0.0,False,,high,weak_subtype:FALL_WALK_B
E4_S02_A_FALL_WALK_B_T005.csv,train,FALL_WALK_B,10,5,5,190.0,185.0,-5.0,6.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S02_A_FALL_WALK_B_T006.csv,train,FALL_WALK_B,12,6,6,323.0,323.0,0.0,1.0,False,,high,weak_subtype:FALL_WALK_B
E4_S02_A_FALL_WALK_B_T007.csv,train,FALL_WALK_B,12,6,6,197.0,195.0,0.0,19.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S02_A_FALL_WALK_B_T008.csv,val,FALL_WALK_B,12,6,6,270.0,270.0,0.0,49.0,False,,high,weak_subtype:FALL_WALK_B
E4_S02_A_FALL_WALK_B_T009.csv,train,FALL_WALK_B,12,6,6,190.0,184.0,-6.0,9.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S02_A_FALL_WALK_B_T010.csv,train,FALL_WALK_B,12,6,6,193.0,193.0,0.0,26.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S02_A_FALL_WALK_F_T001.csv,train,FALL_WALK_F,12,6,6,195.0,185.0,-10.0,10.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_WALK_F_T002.csv,train,FALL_WALK_F,12,6,6,260.0,260.0,0.0,39.0,False,,normal,
E4_S02_A_FALL_WALK_F_T003.csv,val,FALL_WALK_F,12,6,6,214.0,214.0,0.0,0.0,False,,normal,
E4_S02_A_FALL_WALK_F_T004.csv,train,FALL_WALK_F,12,6,6,195.0,180.0,-15.0,15.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_WALK_F_T005.csv,test,FALL_WALK_F,12,6,6,211.0,211.0,0.0,22.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_WALK_F_T006.csv,val,FALL_WALK_F,12,6,6,221.0,221.0,0.0,1.0,False,,normal,
E4_S02_A_FALL_WALK_F_T007.csv,train,FALL_WALK_F,12,6,6,215.0,180.0,-35.0,35.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_WALK_F_T008.csv,train,FALL_WALK_F,12,6,6,206.0,188.5,-10.0,19.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S02_A_FALL_WALK_F_T009.csv,train,FALL_WALK_F,0,0,0,,,,,True,rise_not_found,high,has_hard_review
E4_S02_A_FALL_WALK_F_T010.csv,train,FALL_WALK_F,12,6,6,204.0,204.0,0.0,1.0,False,,normal,
E4_S03_A_FALL_SIT_B_T001.csv,train,FALL_SIT_B,12,6,6,230.0,230.0,0.0,1.0,False,,normal,
E4_S03_A_FALL_SIT_B_T002.csv,val,FALL_SIT_B,12,6,6,227.0,227.0,0.0,1.0,False,,normal,
E4_S03_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,12,6,6,220.5,220.5,0.0,13.0,False,,normal,
E4_S03_A_FALL_SIT_B_T004.csv,test,FALL_SIT_B,12,6,6,243.0,243.0,0.0,21.0,False,,normal,
E4_S03_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,3,0,3,,180.0,,0.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,12,6,6,226.0,226.0,0.0,0.0,False,,normal,
E4_S03_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E4_S03_A_FALL_SIT_B_T008.csv,val,FALL_SIT_B,12,6,6,242.0,242.0,0.0,9.0,False,,normal,
E4_S03_A_FALL_SIT_B_T009.csv,test,FALL_SIT_B,12,6,6,210.5,210.5,0.0,17.0,True,topk_no_consensus_hard,high,has_hard_review
E4_S03_A_FALL_SIT_B_T010.csv,val,FALL_SIT_B,12,6,6,242.0,242.0,0.0,2.0,False,,normal,
E4_S03_A_FALL_SIT_F_T001.csv,train,FALL_SIT_F,12,6,6,216.0,216.0,0.0,16.0,False,,normal,
E4_S03_A_FALL_SIT_F_T002.csv,train,FALL_SIT_F,12,6,6,212.0,212.0,0.0,26.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_SIT_F_T003.csv,test,FALL_SIT_F,12,6,6,223.5,223.5,0.0,59.0,False,,normal,
E4_S03_A_FALL_SIT_F_T004.csv,test,FALL_SIT_F,12,6,6,252.0,252.0,0.0,36.0,False,,normal,
E4_S03_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,12,6,6,244.0,244.0,0.0,38.0,False,,normal,
E4_S03_A_FALL_SIT_F_T006.csv,test,FALL_SIT_F,12,6,6,291.0,291.0,0.0,58.0,False,,normal,
E4_S03_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,12,6,6,211.0,211.0,0.0,1.0,False,,normal,
E4_S03_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,12,6,6,285.0,285.0,0.0,24.0,False,,normal,
E4_S03_A_FALL_SIT_F_T009.csv,train,FALL_SIT_F,12,6,6,228.0,228.0,0.0,2.0,False,,normal,
E4_S03_A_FALL_SIT_F_T010.csv,test,FALL_SIT_F,12,6,6,232.0,232.0,0.0,19.0,False,,normal,
E4_S03_A_FALL_STD_B_T001.csv,val,FALL_STD_B,12,6,6,227.0,227.0,0.0,51.0,False,,normal,
E4_S03_A_FALL_STD_B_T002.csv,train,FALL_STD_B,12,6,6,207.0,207.0,0.0,24.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
